start	end	text
382417	384739	I hear Bonk is unlockable, so it's pretty cool.
384839	385820	It's great.
385840	386641	But it's not a new game.
386681	387421	It's been out a little while, right?
387441	390084	It's been out for a couple years, but it's just really weird.
391625	394527	Sometimes we discover these little import gems a little late.
395488	395808	I know.
396269	399731	Hey, well, you know, we're not in Japan, so we can't do the stuff advertised right away.
399792	400692	So, hey, whatever.
400772	401313	It's still good.
402694	406177	And then, of course, I'm putting more money down on my 360, so waiting for that.
407017	408138	So, lots of stuff.
408419	408759	Sounds good.
409159	413241	On GameStop's site, they have a $1,000 Ultimate Bundle.
413761	415361	I think we talked about that the week you were here.
415501	416342	Yeah, it was crazy.
417082	423544	We were talking to the game publishers about that and they were laughing at how ridiculous and stupid it is because most of those games aren't coming out at launch.
424165	427226	I don't know how they're going to get this stuff, but it's not coming out at launch.
427806	427986	Ouch.
428931	430433	I want to think about that before we pre-order.
430473	432375	The games get delayed all the time.
432395	436179	Who is going to pay thousands of dollars for some stew for every game?
436339	437700	Just buy them as they come out.
438121	440884	Oh my god, I'm not interested in that one.
440924	442505	Like I said, rich people.
442746	443426	Rich people don't care.
444227	445368	Paris Hilton, she doesn't care.
445508	446169	She just wants her Xbox.
446189	447791	She doesn't know how to freaking use an Xbox.
448892	449252	Anyway.
449633	450514	She can make sausage.
451112	453595	Moving on, my gaming week.
454295	455997	I played mostly games that are kind of old.
456117	462443	Speaking of rediscovering old games, I bought .hack a couple weeks ago and I finally like really beginning into it this week and just playing through it.
463504	464706	It's really a cool little game.
465126	466347	I like the story.
466467	469490	I like the idea of an MMO, but it's not.
470691	471451	I don't know, it's kind of neat.
488413	489034	DarkSakura, DarkSakura
509321	511822	This is seriously one of the greatest GameCube games they put out.
513043	515424	Not just that, it's one of the greatest next-gen games they put out, period.
516364	519406	It's such a great game because there's so much to do in it.
519886	522988	You need to get all the little pieces and read about the characters.
523008	523988	There's trophies.
524428	527970	There's the single-player mode where you do the adventure.
528070	531992	There's the mini-games, the little challenges, hit the targets.
532252	535274	There's so many cool little things that just keep this game going.
535494	537755	And that's just, oh man, I just love the game.
538835	540755	And I was also rediscovering F-Zero today.
541056	547477	Oh yeah, I was trying to, because I was hooking up the GameCube again, and I wanted to try out some of these games that support widescreen TV.
547957	553018	And I'm kind of upset, though, because Nintendo does not support component cable anymore.
553358	556218	So if I want to hook up to my HDTV, I have to use S-Video.
556498	561139	Well, S-Video on the HDTV makes things look blurry compared to the PlayStation 2.
561559	562699	F-Zero looked blurry!
563079	566200	And that's kind of upsetting, because F-Zero is a really sharp-looking game.
566260	567240	It's an awesome-looking game.
567740	570362	I went to Nintendo's website to try and find a component cable.
570642	571543	They stopped making them.
571783	572303	Third party.
573644	575906	I can't even find a third party cable at Fry's or anything.
575926	577927	Actually, I think that Lixing carries them.
577967	579208	Maybe that's where I'm going to have to go.
579448	580429	But here's the other weird thing.
580829	586714	Okay, since mid-2004, Nintendo stopped putting the digital output port on the back of the GameCubes.
586794	595480	If you didn't buy your GameCube before probably when the 79 price drop or whatever it's at now, your GameCube doesn't have this port and you'll never have the component.
595500	595600	Okay.
596016	602998	It really irks me about Nintendo's lack of next-generation television support.
603878	612841	If they're going to go up to the next level with next-gen gaming, and we all heard that story a while back where they're saying Revolution's not going to support HDTV, that really bothers me because, you know...
614261	622229	After launch, a couple years after launch, a lot more people are going to be buying these HDTVs and they will be a bigger market share and Nintendo's going to be left out cold.
622309	629116	Especially since, you know, I've got these pictures up of the PS3 that I took at E3 with the two HDMI ports on the back.
629316	630237	Oh, very sexy.
630758	636984	Yeah, in case you have two HDTVs sitting next to each other.
637643	642549	I know I have five of them sitting next to each other, so that'll be no problem.
642609	644391	That makes me think, though, remember the iLink?
645852	649076	That probably could be for dual output for multiplayer games.
649797	650357	Very possible.
650678	651118	Very possible.
651599	654602	So anyway, I still love you, Nintendo, but come on, get with the times.
655063	658827	It's time to start supporting HD a little better, and I hope they change their mind on the revolution.
659857	661238	and remake the component cables.
662099	666482	While they're at it, they should drop the price on those plasma TVs because they're too fucking expensive.
666863	673547	You know, but I got mine at Costco and it's not a plasma, but it's just an HD regular TV and it's nice.
673607	687378	One thing that Costco doesn't advertise, which is a very good advantage of buying things from there, no matter how long you have owned something, if anything on it goes wrong, you can take it back and they have to take it back for a full refund or replacement.
687718	687838	Okay.
689063	690324	Even if it's 10 years.
693465	697627	We're gamers just like you guys out there listening, so we're just telling you guys where to get the good deal.
697867	702569	And I shopped around for HDTV, and I seriously felt Costco was the best deal.
702769	704610	We like quality for our gaming goodness.
706391	710273	Let's talk about some news tonight going into next gen.
710853	712834	Let's talk about the next generation Sonic.
713494	717076	They teased it a little bit at E3, but now they are officially announcing...
717852	721615	that they are going to be making a next-gen Sonic the Hedgehog game, Sega of course.
722216	728861	It's part of their Tokyo Game Show lineup, and Sonic the Hedgehog is going to be coming out for PlayStation 3 and Xbox 360.
729381	733745	No word yet about a Revolution release, but nobody's really talking about the Revolution yet.
733825	735226	I imagine they will early next year.
736047	741591	By the way, Sega's also going to be showing them at Tokyo Game Show a mech game called Chromehounds for the 360.
742191	743132	Which looks sexy.
744673	745013	And a...
746118	750102	A Sonic Riders game for Xbox, PS2, and GameCube.
750382	751864	Chromehounds looks sexy.
751904	752725	I've seen the pictures of it.
752745	753105	What is this?
753185	754026	I don't know much about Chromehounds.
754086	754987	It's like a mech fighting game.
755027	758850	It's just like, you know, just like Armored Core or something like that.
758870	759671	It's just really good.
760312	761133	Really awesome looking.
761293	761413	Hmm.
763556	764797	I gotta pull the screenshots.
764837	766498	They looked really awesome.
766698	768379	So what site had the screenshots?
768900	771842	If I remember, it's not IGN that had the screenshots.
772242	773563	As soon as the monitor comes back up here.
774404	787114	If I remember correctly, it was I want to say the Xbox360 Updates.com 360updates.com had the screenshots, if I remember correctly.
789296	790597	Looking this up right now.
790717	791197	Oh, there it is.
791617	792178	Yeah, um
792967	794327	DarkSakura, DarkSakura, DarkSakura
819828	821909	490, man, that's expensive for a cable.
821930	823751	Works with GameCubes worldwide.
823811	825672	Check if you have digital AV output port.
825692	827753	Yep, because if you have a new GameCube, you don't have it.
830315	831795	Anyway, I'm looking forward to the next-gen Sonic.
832116	835338	That little video that you were showing before the podcast, Loki, looked very sexy.
835378	840301	So I didn't get a chance to go to the Sega Theater at this year's E3 because it was another one of those things that had a line.
840801	842782	Oh, no, actually, the line for the Sega Theater?
842802	843082	Yeah.
843182	844423	I spent less than 10 minutes in it.
844483	844743	Damn.
845123	849166	You know, I was looking at going the last day, and it just was wrapping around the thing, and I just...
849782	852023	I was around the other side of it.
852623	853583	Less than 10 minute wait.
853723	854223	Seriously.
854804	855344	Darn you.
855684	859025	And if you were waiting in line, they came by and gave you t-shirts or plushies.
860745	861346	I lost out.
861366	862046	Maybe I'll do it next year.
862066	864086	They had those nice home theater seatings in there.
864126	864507	By the way.
865087	865447	Oh, sorry.
865487	865847	So sorry.
866528	871410	And just watching it on that screen, they had, oh, we're like, ooh, pretty.
871630	874130	I did get to play Phantasy Star Universe, so, you know, that's cool.
874851	875231	Yeah.
875251	875571	Loki?
875651	882213	I got the okay from the soon-to-be wife, because our wedding day is going to be about two weeks before E3.
882733	885614	She says, as long as my company is paying for me to go, it's okay.
886286	886426	E3 E3 E3
898425	901166	Gunstar Heroes is being re-released Sega Ages
924945	932207	Moving on, of course, two very, very highly talked about games this year when it comes to handhelds are the two puzzlers, Luminous and Meteos.
932947	937128	And, of course, very similar because they are developed by the same guy.
938889	943690	Luminous and Meteos are actually going to be re-released on one handheld system.
944530	947491	So they'll both be available on one handheld system, finally.
947551	950012	That handheld system... The Neo Geo Pocket Color!
950312	950412	No.
950951	953853	A cellular telephone will be the handheld system.
953974	955915	In other words, wah, wah, wah.
956015	957196	In other words, forget it.
957296	959758	Because cell phone game ports suck.
960639	967544	It's cute for the nostalgia value for about five minutes, but for the most part, at least here in America, our cell phones, the cell phone games suck.
967584	970507	And the single N-Gage owner out there rejoices.
971948	973089	No, it's not coming out for N-Gage.
973149	974029	I'm getting a BlackBerry.
974510	975931	They play mobile phone games, though.
975971	976792	I'm playing on a BlackBerry.
977352	978333	Snake for life.
980310	981731	Snake was the only good cell phone game
994537	997798	You guys remember, this was something we had talked about when our podcast first started.
997938	999019	I think it was like back in January.
999079	1005861	Playboy Magazine did a spread featuring the Girls of Gaming where they had Topless, Blood Rain, and Melina.
1006461	1007081	Guess what?
1007301	1009482	In October, they're doing it again!
1009542	1010363	I'm gonna buy that issue.
1010763	1011543	Just for the show.
1013584	1014665	Oh, the sacrifice.
1014685	1017226	Oh, the sacrifices you have to make.
1018166	1024289	Who are the characters you will be seeing in October's Playboy in the buff, the digital buff, or whatever you want to call it.
1024309	1026430	I feel so stupid talking about this, seriously.
1026550	1030092	I can't believe that it was... Oh my god, digital boobies!
1030612	1033934	I can't believe that it was so popular the first time they're doing it again.
1034794	1038735	Are they going to have the hot coffee mod uncensored on this?
1038995	1040996	I have no idea, but here's some of the games.
1041676	1044677	Jackie, who is a cheerleader in Midway's Blitz the League.
1045817	1048838	Carla Valenti from Atari's Indigo Prophecy.
1049658	1056079	Capcom's Dark Watch will have Cassidy and Tala, who is a vampire female.
1056239	1060861	I might add that Cassidy was killed off in about the first five minutes of the game.
1061101	1062721	Her head ripped clean from her body.
1063393	1065054	Playboy Mansion Private Party
1085322	1107431	but Namco doesn't want to be left out they'll have a character from Hellgate London and of course Sony's God of War getting in on it as well I know it's funny everybody's joke about this is they're all what the hell's Hellgate London they're all we don't even know what that game is I've actually never heard of this myself and I'm kind of reading this going okay must be some game I just haven't heard of I can't play them all anyway
1108574	1110455	What was the original spread called before?
1111156	1111556	I don't know.
1112016	1113937	Digital... I just closed the story.
1114037	1116459	Don't do any more research on this.
1116519	1117359	It lowers your IQ.
1119280	1122562	This is a very interesting story I think we ought to talk about here.
1123783	1125424	Because this affects us here in California.
1125464	1128146	Of course, Orange Lounge Radio, we're based out of Sacramento, California.
1129406	1131367	But we do have a worldwide audience.
1131548	1133369	But this is something that's going on in California.
1133389	1137411	And California's kind of been known to set the tone for the rest of the nation sometimes when it comes to certain bills.
1138155	1139335	Assembly Bill 1179.
1141156	1149099	This is the bill that Assemblyman Leland Yee was kind of behind a couple months ago when the hot coffee thing was really big.
1149779	1156662	It prohibits retailers from selling violent games to minors or else they'll be fined $1,000 for each violation.
1157142	1162944	It passed in the California Senate by a vote of 22 to 9 and it passed in the Assembly 65 to 7.
1163664	1166245	So it's now sitting on Governor Schwarzenegger's
1167429	1173234	and speaking of feeling like an idiot saying something, Governor Schwarzenegger's desk right now waiting to be signed.
1173314	1176036	He must sign or veto the bill by October 9th.
1178815	1185380	No word yet on which way he'll go, but probably, considering the fairly overwhelming support, he will probably sign this bill.
1185981	1188282	And it would go into effect January 1st, 2006.
1190424	1203034	By the way, the bill will also require that the games be labeled as being for sale to adults only by a solid 18 sticker, no smaller than 2 inches by 2 inches, on the front of the package.
1204019	1209402	So that's very interesting because if you think about it a Game Boy Advance game is only 5 inches by 5 inches the packaging.
1209662	1211904	So a little 18 sticker would take up like half the box.
1212624	1217647	The bill also makes no mention of the current ESRB system.
1218308	1230795	So the bill defines its own means of a violent video game saying a video game in which the range of options available to a player includes killing, maiming, dismembering or sexually assaulting an image of a human being.
1232256	1233597	Wow, that goes for all of them.
1234465	1235505	Bye-bye all fighting games.
1235586	1236126	It's retarded.
1251671	1255133	Um, Mortal Kombat Shaolin Monks is going gold.
1255893	1260915	Uh, this was a game that, uh, I played a little bit at E3 and I actually kind of enjoyed it.
1261515	1264297	Um, didn't think I would, um, but it's actually kind of cool.
1264377	1270179	It's a neat little, um, it's not like a typical Mortal Kombat game because it's more of like a 3D adventure type thing.
1270359	1274661	Um, or I shouldn't say 3D, but, uh, yeah, 3D ISO, you know, perspective type game.
1275231	1281416	Um, where you're just, you know, going around killing things, which will probably be one of the first games to carry an 18 sticker, by the way.
1283517	1290722	Um, and that game has recently gone gold, and it'll be coming out for $49.99 on September 19th.
1290842	1291423	That's next week.
1291583	1293324	Our UK listeners get it on the 23rd.
1293765	1294145	Very cool.
1294585	1295286	It's not next week.
1296907	1298108	It'll be a week after Monday.
1298888	1299248	Oh, okay.
1299749	1299929	Ha!
1299949	1299989	Ha!
1301462	1303783	DarkSakura, what kind of news do you have for us tonight?
1303803	1305523	Well, just checking the UK release dates.
1305543	1308264	I did see on the 16th, E6 comes out on PlayStation 2.
1308304	1309145	Burnout Revenge on the 23rd.
1322598	1325181	ER The Game for PC on the 23rd.
1325542	1326964	There's some pretty neat stuff.
1327004	1328125	Meteos on the 23rd.
1328526	1330248	Lots of stuff coming out on the 23rd.
1331690	1336236	Including Myst5, Mortal Kombat, Rugby Challenge 2006, and Sniper Elite.
1338078	1338839	There's some pretty good stuff.
1338919	1345104	Actually, Advance Wars DS comes out on the 30th there too, as well as Castlevania Dawn of Sorrow on the 29th.
1345444	1347346	Advance Wars DS is one of those games I've got to pick up.
1347386	1350008	I've been hearing a lot of good things about it, so I want to check it out.
1350168	1353511	If you've got the other two, it has a tie-in on there.
1353551	1354972	Actually, you get more options in the shop.
1355032	1357174	Oh, like if you put the Advance game in the bottom slot?
1357394	1357595	Yep.
1357635	1358375	Very cool.
1358555	1361178	I'm liking this DS interacting with the other ports.
1361298	1361458	Good.
1362188	1368672	Another game, checking out Yahoo UK and Ireland games, is Winx Club.
1368712	1370173	Konami's putting out a Winx Club game.
1371574	1372074	Hooray.
1373155	1374716	It's so cute, I guess.
1374876	1375256	I don't know.
1376397	1384622	And then lastly, Date for Animal Crossing DS, which is going to be renamed Wild World for a release.
1384942	1386062	It says first quarter 2006.
1386143	1390985	Wait, so the whole game itself is going to be called Wild World in Europe?
1391306	1391606	I think...
1392472	1393754	DarkSakura, DarkSakura
1409304	1410945	Just stuff on the Silent Hill movie.
1436320	1438661	Let me see because I found a release date on it.
1439142	1442243	And I'm going to take this as a tentative date because I haven't seen too much official.
1442724	1447327	According to BloodyDisgusting.com, it says... Great website name.
1447807	1449208	Well, it's... I know.
1449228	1451049	If you want your zombie movies, that's the place to go.
1451309	1451489	Right.
1452050	1453631	April 21st, 2006.
1455252	1455712	I'll be there.
1456753	1457873	You know I will be there.
1458194	1458654	Absolutely.
1460130	1484491	And also, there was an article, an interview up on IGN, where it was, I can never pronounce this guy's name, Patrick Tatopoulos, I guess, was stating that the director had told him to make, in fact, I'm going to quote, Patrick, I want those guys to look like they are made of plastic, which is exactly the opposite of what we try to do usually.
1484511	1485572	Yeah.
1486673	1492058	They're going for a very surreal, very this-can't-really-happen look.
1492918	1498423	And then a lot of what they're trying to do is they're having to redevelop some technology for it.
1498563	1500325	Please be a video game movie that doesn't suck.
1500365	1501026	Please, please, please.
1501746	1505089	Checking the scenery, though, it's at least going to visually be right.
1505690	1509213	Reading the storyline so far, it's going to be pretty dead on.
1509873	1510254	We'll see.
1511335	1511655	All right.
1511960	1512380	Thanks for watching!
1526886	1532709	I've seen a picture of somebody who had picked up We Heart Katamari from Target this weekend.
1533209	1537371	We Heart Katamari is not supposed to be out until when?
1537411	1538172	Like later this month?
1538472	1538952	The 21st.
1538992	1541554	The 21st is when We Heart Katamari is supposed to be out.
1541594	1547097	So we were curious if Target broke street or if this image was photoshopped or what have you.
1547217	1551559	And on Target's website it says they're not going to have the game through their website until the 22nd.
1553840	1554280	Electrolytes?
1579944	1582825	Yeah, I was looking to see if you had a PlayStation 2 game in stock.
1582965	1584585	It's We Love Katamari.
1585845	1586325	Let me check.
1586345	1586645	Hang on.
1587985	1588986	Yeah, SD.
1589026	1590226	Those are on the next pile.
1590526	1594106	I'm sorry, what was the game again?
1594226	1596047	It's We Love Katamari.
1597967	1598887	Yeah, we have one left.
1599287	1600327	You do have one left in stock?
1600628	1601048	Yes, we do.
1601228	1601848	Okay, great.
1601888	1602148	Thank you.
1603288	1603808	All right, bye-bye.
1604628	1605508	So get that.
1605548	1609029	This store actually admitted that they had one left in stock on the shelf.
1609431	1609951	Go figure.
1610772	1617076	So some copies of We Heart Katamari are getting out there a little bit early.
1617277	1623981	So hopefully some of our listeners of the live program ran out there to the store and probably picked up that last copy already, but we'll see.
1624402	1627644	I did confirm that at least none of the local GameStops have gotten it.
1627844	1628625	None of the local GameStops.
1628645	1630406	So we actually called some targets around here.
1630486	1634709	One of the targets around here said that they would be putting the game out on shelves Tuesday.
1635089	1635329	Yep.
1635489	1637930	Which is very interesting, because the game wasn't supposed to be out until the 21st.
1638290	1641492	So, are they doing an early... Did the release get bumped up?
1641592	1642052	Who knows?
1642272	1644073	But if you are... Not officially.
1644253	1648755	If you are hearing stories about We Heart Katamari getting out there early, it is possible.
1649795	1651476	We called them, and sure enough, they're selling it.
1653137	1653837	Moving on.
1653977	1654837	Let's get to the mailbag.
1655017	1656378	Let's do tonight's mailbag, shall we?
1657558	1661940	Of course, you can always send us an email, togo, T-O-G-O, at orange lounge radio dot com. ...
1664912	1666553	We only have one email tonight.
1686718	1695063	Seriously, once again you frothed with rage about parents' responsibilities totally ignoring the point that consumers have a right to be informed.
1695583	1702627	To utilize your oft-used movie analogy, let's say Paramount produces a flick called Loki Has Brain Damage.
1703800	1709265	It goes through the MPAA and ends up rated R for violence, foul language, and excessive retardation.
1709905	1713529	I always allow my 12 year old to see R rated movies so I let him go.
1714189	1720755	Now unbeknownst to the rating board, Paramount secretly slips 5 minutes of close up anal penetration at the end of the credits.
1721396	1726600	This hot anal action actually means that this film should have received an NC-17 rating.
1727341	1728782	I didn't want my kid to see this.
1729222	1730864	I had been duped as a consumer.
1731525	1734047	This is an identical situation to the hot coffee mod.
1734148	1741515	If a parent decides that they will allow their children to play a game rated M, that is not the same as allowing their children to play a game rated AO.
1741975	1742335	Get it?
1743737	1744017	Loki?
1744337	1744677	Wrong.
1744978	1746359	That's completely wrong.
1747100	1752345	Because unlike the hot coffee mod, you had to put in external... Okay, you had to have a third-party cheat device in order to see it.
1752385	1755267	In other words, I would have had to purchase special...
1755998	1757760	I can see it both ways.
1757780	1760102	In one way, let the buyer beware.
1777887	1785789	You know, there is always a degree of caution that someone has to make with any purchase.
1786690	1806296	However, really, and I think that when you're dealing with how many different departments you have with the game publisher, being that I know many people now who work for various publishers, what the programmers leave in
1807014	1825647	is not necessarily going to be found by the testers unless, you know, you've got... True, the testers are playing on debug units and they are meant to break the game every way they can, do everything possible, and are given usually a set assignment for how the game should be played when they're testing it.
1826548	1834374	However, something that is programmed into a game that has had that bit of programming removed to access it
1835376	1836659	on average it's not going to be found.
1837561	1844233	So it is very likely that nobody except the programmers had any idea that this was in the game.
1845157	1854022	and that some random person, it could have been found by some random person who said, oh, wow, look what I just found coding for in the game.
1854702	1860985	You know, and if they find it on PC, of course, you know, the PlayStation one came after the PC one when they said, oh, it's here.
1861346	1862486	Let's see if it's in here.
1862726	1864968	Or it could just be a programmer going, oh, look what I did.
1866469	1871455	That's a very similar thing to what I've always said is that the programmers put it in there and they made a decision to take it out.
1871575	1874438	I imagine somebody at Rockstar said, you know what?
1874779	1875920	This is crossing the line.
1876160	1877282	This is going to get us an AO.
1877542	1878503	Take this out of the game.
1878623	1882248	And what the programmers did, instead of actually physically removing it from the game, they just took out the pointer.
1882728	1883269	Easier, right?
1883489	1884190	A lot easier.
1884230	1884911	And it also keeps...
1885451	1890733	instead of having to rewrite part of the code, it's slightly easier to remove part of it and make sure that your game ships on date.
1890873	1892073	And you know what?
1892153	1899255	But here's the thing, you know, so to try and get past this here, because we could talk about this until we're blue in the face, rest assured this will never happen again.
1899355	1901116	This is not the first game this has happened with either.
1901256	1901696	Oh, no, no, no.
1901876	1902336	Bloody Roar 3.
1902396	1903216	Yeah.
1903857	1909618	You put it in debug mode, you get necky, you know, masturbatory photos of the characters in the game.
1909758	1914140	I'd even talked about last week, a little more innocent, the hidden song in DDR, quote unquote.
1914580	1914920	Although...
1915433	1927977	Some folks have actually sent me an email that linked me to a thread on DDR Freak where some inside sources are saying that that song is actually supposed to be unlockable, just nobody's figured it out yet, but I don't know.
1928017	1930858	If nobody's unlocked it at this point, I don't think they're going to, so whatever.
1931378	1931618	But...
1933837	1939841	The point is that basically it was a lazy programming issue and it's brought this whole debate to the front.
1940362	1944585	I think that there was a large portion of Rockstar that didn't realize that this was going to be found.
1944605	1945926	They did not intend for this to be found.
1945986	1946326	It did.
1947067	1957294	Now they're taking the heat for it and rest assured this lazy programming incident will never happen again because that testing process will be changed to prevent this from ever happening to a future game because Rockstar's taking a lot of heat for it.
1957555	1957895	Should they?
1957955	1958355	Shouldn't they?
1958495	1958876	I don't know.
1959396	1963319	It's not an easy answer because you could say
1963795	1966777	Were they ignorant or did they know what they were doing?
1966897	1967558	We don't know.
1967938	1972201	And in the movie analogy, remember the rescuers?
1974283	1976845	Yeah, they always say they put sex things in the Disney movies and stuff.
1977538	1978639	They did it in Roger Rabbit.
1978699	1979920	Yeah, yeah, yeah.
1979960	1986825	But the thing is that the only way that this would have ever really been... The average eye is going to see it as a blip across the screen.
1987085	1987346	Right.
1987506	1993050	Like, one time I was watching a cartoon that I used to tape when I lived in Alabama.
1993090	1993971	I don't remember what it was.
1994411	1996012	And I saw the color changed weirdly.
1996673	1999895	I went back and freestramed it on a picture of the American flag.
2001777	2003398	The animators just happened to stick in there.
2004741	2006867	or even places where there were missing frames.
2007348	2010517	The average person isn't going to see that unless they take an effort to go back and look at it.
2011605	2038739	and if this person is saying that they monitor what their kids are watching obviously for them to go have a third party cheat device cheat in the game then go into this you're not monitoring what your kids are doing so you know what you're the blame still and you know what you can't come and bitch about you know Rockstar saying oh no oh this wasn't supposed to be in the game the game's maturity it's for over 17 you know what adults only is over 18 one year difference
2039324	2040305	We're talking nothing.
2040345	2042466	That's like the difference between PG and PG-13.
2042726	2044447	There is really no difference.
2044927	2045587	And you know what?
2046348	2048148	You really should be monitoring what your kids are watching.
2048168	2049769	You shouldn't be playing the games in the first place.
2049929	2054532	If you let them go to R-rated movies anyways, they're probably seeing real boobies in those R-rated films.
2054912	2059314	And this pixelated representation of what is supposed to be sex, and mind you...
2060149	2065814	The Carl Johnson character, the main male in it, does not get naked in this because it was unfinished.
