start	end	text
265380	271000	I may do Tuesday night at 8 p.m. Eastern, 5 p.m. Pacific, leading into anime jam sessions,
271000	273300	so you know when I would usually have you guys on?
273300	275100	I'm going to have anime jam session on.
275100	276100	Nice.
276180	279740	So I'm still going to have a show, it's just going to be Tuesday after all the press conferences.
279740	282100	It's all mixed up here at the Voice of the Geeks Network this week.
282100	283100	It's crazy.
283100	285340	So what do you think about the news, since we're talking a little bit about E3 and stuff,
285340	291860	about Microsoft bumping a lot of their big titles to Gamescom because they have that
291860	296180	great of a lineup that's like, you know, hey, I want to learn more about Crackdown, sorry,
296180	300020	got to wait until Gamescom.
300020	303020	They're going to do what they're going to do.
303020	306020	Ask me after they show what they're going to show Monday morning.
306020	309380	I don't know, I just think it's pretty awesome if they have that great of a lineup.
309380	310380	Yeah.
310380	313060	I hope that's the case.
313060	316100	I was going to ask you about this, Bobby, too, since, you know, this wasn't technically
316100	320600	an E3 press conference, but you know, anybody that knows your show on the network, you know,
320600	325580	you are a really big connoisseur of VR and Oculus and all that.
325580	330500	And Oculus had a lot to say this week, which did tie into the 360 a little bit, because
330500	336180	the, excuse me, the Xbox One, because the Xbox One controller is going to be the official,
336180	343460	I guess, controller of the Oculus Rift, leading some to wonder, could Microsoft be unveiling
343460	345840	an even deeper partnership tomorrow?
345840	347540	What are your thoughts on all that, Bobby?
347540	351740	Well, and for one thing, that actually wasn't, it was the first E3 press conference.
351740	353900	E3 called it the first E3 press conference.
353900	354900	Oh, my bad.
354900	356860	So that actually was.
356860	360620	They are partnering, Oculus is partnering with Windows 10.
360620	364020	They're just using the Xbox One controller, because right now, the de facto controller
364020	368300	for the Oculus Rift games on PC is the Xbox 360 wired controller.
368300	369700	That's what everybody uses.
369700	372260	So they're going to bundle in the Xbox One controller.
372260	376540	They are doing, a lot of people think that the Oculus Rift is going to go on the Xbox
376540	377540	One.
377540	378540	It's not.
378540	380500	The Xbox One can't handle it.
380500	381660	Neither can the PS4.
381660	386060	That's why there's a breakout box with the Morpheus that has an extra GPU and CPU.
386060	391300	But they're doing the game streaming to Windows 10, so what they're doing with the Xbox One
391300	397260	is you can game stream your Xbox One games in 2D into a 3D theater.
397260	399540	And that's the partnership between Xbox and Oculus.
399540	404140	But it's more Windows 10 and Oculus, which is why the Oculus Rift, when it comes out,
404140	407540	is only going to run on Windows, and I didn't say Windows 10.
407540	409900	It may still run on Windows 7 and 8 and stuff.
409900	414180	But not on Mac OS X, not on Linux, not at launch.
414180	415180	Not at launch.
415580	418820	Very interesting too, because you talk about a lot of things where we can see applications
418820	423280	that aren't just gaming, and people sometimes forget, there's more to this Oculus thing
423280	424280	than gaming.
424280	428300	In fact, I would argue to be really successful, the Oculus is going to need to be more than
428300	429300	gaming.
429300	431900	And we've talked about some of the demos here previously on the show that you've showed
431900	435620	me like the Cirque du Soleil and the Paul McCartney concert and so forth.
435620	440220	So I mean, do you think that the non-gaming stuff we're going to see maybe twice as much
440220	442700	of that as we even do gaming over the coming weeks?
442740	447580	Maybe, because I know Oculus is doing a big thing with the Oculus Studio in the 360 movies
447580	449900	and the experiences like that.
449900	452200	So I think we're going to be seeing the games right now.
452200	455500	And they showed a lot of AAA games, everybody's like, where's my AAA games?
455500	459620	Well, they showed them to you, and then they're going to be investing $10 million into indies,
459620	461300	which is great.
461300	467740	So it's going to be really neat to see what comes out of it and where it goes from here.
467740	471700	Let's talk a little bit about E3 predictions and what we think is going to happen in the
471700	476060	coming days here, because this is always a fun game to do, especially because next
476060	478340	week we'll look back and see how wrong we were.
478340	482900	Loki and I did this a little bit last week, but Jamie, I'll ask you in a moment if you
482900	486140	want to chime in with anything you might have wanted to give in about what you want to see
486140	487140	at E3.
487140	490340	But Bobby, I know you've talked a little bit on your show, but what do you hope to see
490340	491900	coming in the coming days out of E3?
491900	496000	I know this is a little weird for you, because this is what, only the second year in many
496000	500920	years that you aren't there in person, but we've talked about why and so forth.
500920	502960	So looking forward.
502960	504840	You know what?
504840	508720	What I always say, even when I'm there, what's the thing I'm looking forward to see most
508720	510960	is the thing I don't know about yet.
510960	515220	I want to know the one thing that nobody knows about that just surprises everybody, surprises
515220	516440	me and all that stuff.
516440	520840	That's what I look forward to seeing.
520840	526920	But I'd love to, I can't wait to hear what Oculus Touch, how that integrates, and how
526920	527920	it actually works.
527920	532460	The thing that was the big problem with input is tracking hands is hard.
532460	534760	Tracking fingers is easy, though.
534760	538340	So that's what they solved with the Oculus Touch is they track your hands with the things
538340	542300	you're holding, but they can track your fingers inside of that.
542300	544900	And then that gives you all the full range of everything.
544900	546400	And that's not coming out until holiday.
546400	550400	So the Oculus Rift will come out, and then the Oculus Touch comes later, which is going
550400	553720	to be kind of scary, because it's going to be a peripheral that you're going to have
553720	556280	to get later, and who knows how many people are going to support it.
556800	561960	Go to our chatroom over at live.vognetwork.com, because again, we do tape live every Sunday
561960	567240	night at 6 o'clock Pacific, 9 o'clock Eastern-ish, you know, when we're not being pushed around
567240	572200	by E3 things going on, right after the Bobby Black Wolf show, unless, you know, his show
572200	574920	also gets bumped, and he just comes on our show and makes it work.
574920	581100	But we do get live comments from our chatroom, including Megaman400, that's my buddy Delvin
581100	584720	from Video Game Realness in our chat, saying, E3, get hyped.
584720	589840	There's a lot of hype going around for E3, and I think what Nintendo did today with the
589840	594600	Nintendo World Championships was probably a great way to, you know, get that hype going.
594600	595600	I see a lot of...
595600	597320	I didn't get to see the whole thing, admittedly.
597320	600920	I have so much going on that I was kind of busy during the day, but certainly I was feeling
600920	604640	a lot of the energy at the end there, and I see a lot of people on Twitter going like,
604640	607760	you know, Nintendo, maybe you shouldn't, like, put this to bed for 20 years.
607760	610240	You should think about doing this type of thing annually.
610240	611600	I don't know.
611600	615680	Loki, sometimes you're a vocal critic of Nintendo, but you seemed really into what was going
615680	616680	on.
616680	617680	What are your thoughts?
617680	618680	Well, I liked the World Championship.
618680	620480	I thought that was done well, and same with, like, even the Smash Brothers tournament.
620480	623920	Their live presentations were good.
623920	626920	So they have that going for them, and even, like, the kind of go...
626920	632240	Yeah, pretty much the whole live presentation part of Nintendo, like the E3 live from the
632240	634920	Treehouse thing last year was great.
634920	640080	I thought, and I know I've commented today, I wish more developers would do that, because
640080	643900	that was, I think, a lot more effective at showing their titles, because they had so
643900	644900	much to unveil.
644900	648680	They didn't even fit it in all the three directs that they had last year, and I don't know
648680	653600	how many directs they're having this year, because they already had one today.
653600	657120	So I think it's a good thing, and I think that they...
657120	660400	It's definitely a good way to show off, you know, Mario Maker, that's for sure.
660400	664080	Yeah, I think a lot of people were definitely turning their heads when they saw what was
664080	666080	in a lot of those levels, like, okay, there's gonna be much...
666080	668720	You're like, okay, you can, you know, do some stuff in Mario Maker.
668720	672920	I've seen ROM hacks before, okay, cool, I know what to expect, but it's like kind of
672920	676100	a lot more exciting, like, oh, hey, you can actually do this.
676100	679320	That's really ridiculous, you know, that type of stuff.
679320	680320	Yeah, absolutely.
680320	681400	Bobby, what do you think?
681400	682920	Is this something they should do every year?
682920	685820	Yeah, I mean, this was actually really good.
685820	689560	What you didn't get to see was they announced a new game, Blast Ball, for the 3DS, which
689560	694720	is soccer with mechs, three versus three, and they showed that for the first time, and
694720	697080	everybody was playing it for the first time.
697080	701080	But I just really liked the tone that they set really early on, and this was kind of
701080	704960	a...they did something that was a little controversial with some people.
704960	710200	DJ Wheat is, you know, alleged in the esports commentating, well, he's got a family, and
710200	712120	his son is DJ Mini Wheat.
712120	713120	He's nine.
713120	714480	He loves Splatoon.
714480	719400	They opened with Splatoon and actually brought DJ Mini Wheat out to commentate with his father.
719400	720400	Oh, fun.
720400	721400	And the other people.
721400	726560	And he was actually dropping more knowledge and more strat than most esports commentators
726560	727560	out there.
727560	728560	And a lot of people were like, get the kid.
728560	730000	The kid is annoying, blah, blah, blah.
730000	734960	But that really set the tone that, you know, this is family-friendly and, you know, we're
734960	735960	for everybody.
735960	741200	Oh, and kids are so important, and kids are the market for Splatoon right now.
741200	742200	You know what I mean?
742200	744680	Well, I shouldn't say that, because a lot of adults, obviously, like, I'm enjoying it
744680	745680	and so forth.
745680	749720	But I mean, like, there's lots of kids that are super into Splatoon, like, just seeing
749720	754220	on Twitter, especially a lot of gamer mommies and gamer daddies playing Splatoon with their
754220	755220	kids.
755220	756220	Well, here's my thing.
756220	760360	If you throw kids into Splatoon, like, kids are hooked into Call of Duty right now.
760360	764220	But it's a little bit more, you know, it's not so violent.
764220	766500	It's actually age-appropriate for them.
766500	769620	You know, if you can get them hooked into, like, you know, online, competitive online
769620	773940	gameplay like Call of Duty, then you're not going to have a problem.
773940	776340	And they made sure that you got Splat not killed.
776340	777340	Yes.
777340	778340	Yeah.
778340	779340	Yeah.
779340	782220	And it's interesting, because also you notice there's little nuances with Splatoon that
782220	784620	it doesn't tell you who splatted you.
784620	786860	It just tells you what weapon you got splatted with.
786860	791740	But you don't even know necessarily who landed the quote-unquote, I guess, Splat Shot.
791740	795380	Who got the Splat Shot on you instead of Kill Shot, Splat Shot, because it doesn't tell
795380	796380	you who.
796380	797380	So it's kind of interesting.
797380	798380	Little nuances like that.
798380	801460	I want to make sure Dark Soccer is able to get in a word here, because you watched a
801460	803740	little bit of the NWC with us here in studio and with Dan, right?
803740	805420	What was your thoughts on that whole thing?
805420	806420	Super Metroid.
806420	807900	You enjoyed that part of it?
807900	809900	I heard I missed it, yeah?
809900	810900	It's funny though.
810900	813700	We're like, oh, we're Baby Metroid.
813700	816460	And then you hear the people, oh, this is the sad part.
816460	818420	It's all the feels.
818420	821580	Did they save the animals at the end?
821580	823740	In the little side passage, you can save the animals?
823740	824740	Oh, no.
824740	827420	It was basically, how quickly can you get out?
827420	828420	Dicks.
828420	829420	Fuck the animals.
829420	830420	We're out of here.
830420	831420	We've got to win.
831420	833420	Blinded by the trophy.
833420	834420	I see how it is.
834420	835420	I see how it is.
835420	843100	Well, pretty much they were pretty good players, although I think that the very last level
843100	845700	had to have been some stage fright or something.
845700	849700	Yeah, I feel bad for that guy who really got caught up on the wall jumps, but I get caught
849700	850700	up on wall jumps too.
850700	853020	The wall jump boss is the worst.
853020	854660	He's still a very talented guy, I forget as far as he is.
854660	859700	He's just going to end up in an asylum someday, kind of like, what is it?
859700	860700	You're morbid.
860700	867060	Like Ace Ventura, Pet Detective, wall jumps, wall jumps, laces out, laces out.
867060	868060	Oh, God.
868060	869060	All right.
870020	872980	What are you hoping to see out of E3 in these coming days?
872980	873980	Stuff.
873980	876500	Just stuff?
876500	880460	I want my faith in the industry to be redeemed.
880460	885700	Ah, so you don't want any giant fuck ups where somebody says something.
885700	886700	Don't fuck it up.
886700	887700	Don't.
887700	889500	Good luck and don't fuck it up.
889500	891660	I've never even watched that show.
891660	892660	You really should.
892660	893660	Haven't you?
893660	895660	Did you interview one of the contestants for one of your other sites?
895660	896660	I did, Tatiana.
896660	897660	Yeah, that's funny.
897660	903340	I remember back when I was having that site, I was working on the site with Tiara.
903340	904340	Yeah, good times.
904340	905340	Good times.
905340	910980	Anyway, surely, surely you've got to be on the edge of your seat like me for EA's conference
910980	913620	tomorrow and Mass Effect.
913620	918620	Like I'm going to be effing pissed if they don't show anything for Mass Effect.
918620	921820	You'll pay for the whole seat, but you'll only need the edge.
921820	922820	So get a refund.
922820	925380	I want a goddamn trailer tomorrow and I want a name.
925380	926380	Give me the name.
926780	927780	We'll see.
928660	933620	And I want to know if, I'm hoping we might get to see some of the voice actors and actresses.
933620	935340	I want more Dragon Age DLC.
935340	936340	See if Jennifer Hale's in it.
936340	937340	I'm sure you'll get that.
937340	942060	I want them to announce Wolf Hunt DLC and that won't make me happy.
942060	946640	All right, let's go into recapping a little bit of the news from today with what little
946640	947780	time we have left.
947780	950860	And Bobby, I'll check in with you too so you can get your word in edgewise on any of this
950860	953100	news this week you want to get in on.
953260	957300	Let's start off the top here with some of the Nintendo stuff that's gone on today.
957300	961140	Loki, another big announcement at the NWC this evening, right?
961140	962140	Yes.
962140	965580	And then on top of that, I'm so surprised to see that someone actually beat me to a
965580	968060	tumbler that's timed to penis.
968060	969060	Really?
969060	970060	Is there actually a tumbler?
970060	971060	Seriously.
971060	975660	And here's the quote, eventually all user-generated content will tend towards the crude drawings
975660	976660	of fallacies.
976660	977660	I'm sure it's one of our listeners.
977660	978660	Probably.
978660	980540	Jamie, is that one of your tumblers?
980540	981540	Time to penis?
981540	982540	I have to check.
982540	983540	Anyway.
983540	984540	That's pretty awesome.
984540	992820	Anyways, so lots of news from Nintendo today actually, including Mother 1 being released
992820	997540	on Wii U Virtual Console as Earthbound Beginnings.
997540	1001580	And they actually took the, they actually localized it.
1001580	1005860	Which makes me wonder, is Earth, is Mother 3 that far behind?
1005860	1010340	Well, keep in mind, they may not have had to do as much work as you think, because they
1010340	1012580	had localized that game before.
1012580	1016180	There was that English ROM that was floating around on the internet several years ago.
1016180	1017940	I'm still floating around out there today.
1017940	1020180	So they had already fully translated that into English.
1020180	1024220	They just made a business decision not to ultimately put that game out on the NES.
1024220	1029140	And then there were weird things with that ROM that made it unbeatable until people hacked
1029140	1030140	it.
1030140	1032900	So they didn't just do this translation yesterday.
1032900	1036260	They might have gone in and, I mean, somebody will have to do a side-by-side comparison
1036260	1039900	with the old prototype versus what ultimately goes on a Virtual Console.
1039900	1043660	I'm sure there was some tweaking that had to be done, but I don't think this was a months
1043660	1044660	and months project.
1044660	1050420	I think this is something where Nintendo is getting a little more tuned in to what fans
1050420	1052780	around the world want.
1052780	1056020	And this is one of those things where you kind of look at it and go, you know, they
1056020	1058300	really should have just released this five or six years ago.
1058300	1065020	And also was the Nintendo Direct about Smash, which kind of confirmed all the leaked DLC
1065020	1071380	tales that were out there before, including DLC characters, including Roy from Fire Emblem.
1071380	1080140	They also have Ryu from Street Fighter 2, and then they were also adding, who else was
1080140	1081140	it?
1081140	1082140	Lucas.
1082140	1083140	Lucas, yes.
1083140	1084140	But I thought they already talked about Lucas.
1084140	1086740	They had talked about Lucas previously, so that wasn't necessarily new information.
1086740	1089300	It was just the fact that, you know, it's, well, they'd even said it was going to come
1089300	1090300	out today.
1090300	1092760	So it was more like Lucas and friends.
1093560	1096120	Maybe the Earthbound thing is tied into Lucas's release.
1096120	1100400	Like, I know Lucas isn't from the original, but he's from one that isn't even out here.
1100400	1104320	But maybe that was part of why they did that today was like, it's Lucas and we're going
1104320	1108760	to do like an Earthbound, you know, adjacent type of release, which is, you know, because
1108760	1113240	they like to use Smash Brothers to promote all the virtual console stuff, clearly.
1113240	1118440	So what do you guys think about Ryu in Smash Brothers?
1118440	1120840	Dark Sakura, you loved Street Fighter, right?
1120920	1125480	Yeah, it was very pretty because the intro was like the Super Street Fighter II Turbo
1125480	1126480	opening.
1126480	1134320	Actually, no, not the Turbo opening, just the regular Super Street Fighter II.
1134320	1137800	And that one, the moment I was like, oh, happy.
1137800	1138800	I'm excited about it.
1138800	1141600	And then his level is level in the game.
1141600	1142600	Yeah.
1142600	1143600	And his music's in there.
1143600	1144600	Yeah.
1144600	1145600	Yeah.
1145600	1150560	Which I must say that that was probably my first video game crush was Ryu.
1150560	1154960	The funny thing, though, about that is that they don't have a Street Fighter game that
1154960	1157080	they've released on the Wii U.
1157080	1161320	Street Fighter IV is not coming in the Wii U, or V.
1161320	1162320	Here's the thing.
1162320	1166560	It's almost like, and I've seen them do this with other characters, it's like Mega Man.
1166560	1172560	Most people have the sentimental tie to it from Super Nintendo Street Fighter II, right?
1172560	1174580	And they do still have that on virtual console.
1174580	1179640	So you could argue that you can play Ryu on the Wii U, it's just, hey, I made a little
1179640	1180640	crime.
1180640	1181640	Ryu, Wii U.
1181640	1184680	And then to go along with that, of course, they have a new, well, they announced more
1184680	1185680	Amiibos.
1185680	1188080	So you're gonna have the Mii Amiibos as well.
1188080	1192560	Rob, the robot, is gonna be an Amiibo.
1192560	1194640	They even talked about, of course, Lucas.
1194640	1198700	And they even said Mewtwo was gonna be an Amiibo as well.
1198700	1203760	With that, though, the Mii fighters are getting more costumes as well, including stuff from
1203760	1214340	Virtua Fighter, Tekken, and Street Fighter II in there as well, Mega Man EXE, I saw that,
1214340	1220840	and then Mega Man X, because I know you could do Zero for the Sword Fighter.
1220840	1221840	Right.
1221840	1224680	Bobby, what are your thoughts on some of the news today?
1224680	1229480	I don't know if you're a big Smash Brothers player, but would Ryu maybe change your mind?
1229480	1230480	Maybe.
1230480	1235760	I mean, it was neat to see, and they're bringing Virtua Fighter costumes and stuff.
1235760	1240520	So I'll definitely hop in and maybe check it out, maybe buy the Ryu one.
1240520	1244640	Earthbound Beginnings, I'm gonna be running up once we're done tonight and gonna go play
1244640	1248880	that, because I did play the Earthbound Zero ROM a lot.
1248880	1251480	And I love Earthbound, it's much better than Super Metroid.
1251480	1258240	Yeah, no, it's kinda neat how they're taking the DLC thing and they really are extending
1258240	1259240	their games.
1259240	1261440	Mario Kart 8, they're doing it with Smash Brothers.
1261440	1267120	They are making amiibo for every Smash Brothers fighter, including three, four of the Miis.
1267120	1270200	So you got your Brawler Mi and the other two types of Miis.
1270200	1273320	Oh, that was Game & Watch was gonna be another amiibo.
1273320	1277120	And what's kinda weird about that one is they actually have different Game & Watch characters
1277120	1278360	you can snap in there.
1278360	1279360	That's kinda cool.
1279360	1283740	I like that if they're gonna whore this amiibo thing to death, which I'm worried they're
1283740	1285920	getting right, they're starting to teeter on that edge.
1285920	1291240	Speaking of which, I was gonna mention, along with that, they're also teasing 8-Bit Mario,
1291240	1298000	Animal Crossing, amiibo, and then other- See, and I'm worried that 8-Bit Mario unlocks
1298000	1301320	things in Mario Maker that are already on the disc, you know what I mean?
1301320	1306800	Like I'm just like, okay, I am starting, this is starting to get to that point.
1306800	1314600	8-Bit Mario, 8-Bit Mario, he unlocks the fuckin' Tenderworld Championship levels that you play.
1315280	1320080	What I'm hoping is that trophy, that the dude won, is an amiibo.
1320080	1323520	It might, it might be, we'll see.
1323520	1328760	A lot of folks in chat talking about the leak themselves, the fact that Ryu and Roy were
1328760	1331920	leaked to the internet a couple days ago, well actually just about yesterday, I think.
1331920	1336880	No, Ryu and Roy were leaked a while ago, that's- Oh, that's right, the files were leaked, but
1336880	1341080	then the actual footage was yesterday, but that's because there was a patch in Japan
1341080	1343400	or something that hackers gonna hack.
1343400	1345200	They got in there and pulled all the data.
1345200	1348520	So I see some folks in our chat room talking about, you know, I wish this stuff hadn't
1348520	1353880	leaked because it would have been such more of a OMG mic drop and then the ceiling opens
1353880	1359240	up and more mics drops type of moment for Nintendo, but unfortunately they lost that
1359240	1362600	and we're seeing a lot of that, we're seeing a lot of leaks this year at E3.
1362600	1365000	Can you drop mics in Mario Maker?
1365000	1368680	That might be, maybe that's what the trophy unlocks, or the amiibo unlocks.
1368680	1369680	We'll see.
1369680	1370680	We'll see.
1370680	1372840	What do you think about all these leaks, Loki?
1372880	1373880	Are hackers gonna leak?
1373880	1374880	I don't know.
1374880	1382600	Don't trust your valuable secrets to people that are gonna break your NDAs.
1382600	1387640	Or don't fucking send shit out in a pre-patch before you announce it.
1387640	1390360	You know what else RuPaul says, besides the quote we had earlier?
1390360	1397200	RuPaul also says this, maybe for this one, DarkSakura, trust no bitch.
1397200	1398200	Maybe that's what-
1398200	1402820	And Nintendo should know that because I remember a couple years ago when they announced
1402820	1408060	the Wii U and actually announced the name of Wii U, they designed their booth with LCD
1408060	1412300	screens all around it so they didn't have to send the name or the logo of the Wii U
1412300	1413300	to printers.
1413300	1414300	Oh my gosh.
1414300	1418140	And all the actual hard copy signs said, New Nintendo Console.
1418140	1421820	And then they announced the name and then they had all the LCD screens in the booth
1421820	1424220	have the logo and all that stuff and all the branding.
1424220	1427180	Probably because no one would have believed how stupid the name was.
1427180	1431860	Alright, well we've got a whopping 10 minutes until Bethesda's gonna take the stage with
1431900	1436420	whatever they're announcing tonight, which we figure is probably around Fallout 4.
1436420	1437420	We know there's-
1437420	1438420	Doom.
1438420	1439420	A leak.
1439420	1440420	Yippee.
1440420	1442980	Speaking of leaks, we know Dishonored 2 is gonna be hitting there as well.
1442980	1444500	I thought that was rumored for a long time.
1444500	1445500	Yeah, it has.
1445500	1446500	So we're gonna find out.
1446500	1448940	But since we only have about 10 minutes, I wanna try and at least get a few of these
1448940	1452860	other big stories from the week out of what we can and what little time we have here.
1452860	1455820	And I wanna make sure Jamie gets at least two, three minutes to do the classic game
1455820	1456980	of the week as well.
1456980	1457980	Throw that out there.
1457980	1461260	So, Loki, why don't you give us one of the big stories that came up this week.
1461260	1462260	We'll talk about it quick.
1462260	1465820	So this one doesn't make any- well, I guess it makes sense, but YouTube.
1465820	1468660	They're gonna be doing YouTube gaming now.
1468660	1472720	It's own Twitch streaming service.
1472720	1479300	They also have a gaming app and yeah, it's a whole website dedicated to gaming.
1479300	1483900	I'm really excited for this because I've been saying for a long time Twitch needs a viable
1483900	1487820	competitor and I know you guys are like, hitbox, but the problem with these other sites is
1487820	1489340	that none of them have an app.
1489340	1490340	They're all like, you know, startups.
1490420	1491420	Yeah, but I'm still-
1491420	1495300	They're not really tied in, but YouTube has their paws in a lot of these places and they're
1495300	1497020	gonna roll out the gate with the app and everything.
1497020	1502220	So I feel like YouTube is the first viable competitor we're seeing to Twitch.
1502220	1504420	And they'll let you scream hatred, I'm sure.
1504420	1506380	Well, I don't know.
1506380	1507380	If you want.
1507380	1508880	Maybe, maybe not.
1508880	1509880	Maybe they won't feature it.
1509880	1510880	Who knows?
1510880	1511880	I don't know.
1511880	1515420	But with the whole YouTube stuff, the only thing that worries me, I have other concerns
1515420	1519640	about YouTube, such as the whole, you know, content ID matching and all that.
1519940	1523840	So I wonder how this whole, you know, if they're going to have the live element, how that is
1523840	1526400	going to, you know, come into play.
1526400	1530220	I feel like they don't do the content and copyright strike thing very well.
1530220	1534120	So I'd like to see how that's going to be improved, but I feel like competition will
1534120	1537280	make this a little better between the two because, you know, now they're going to be
1537280	1541280	competing for people to use this particular service.
1541280	1542280	I don't know.
1542280	1545200	Bobby, your thoughts?
1545200	1546200	Competition is good.
1546200	1550120	You can already stream live YouTube channels, like on the PS4 YouTube app.
1550120	1552660	So it's already on the consoles and everything.
1552660	1554840	So yeah, competition is good.
1554840	1557700	Dungeon Buster says, I like Twitch's reaction when they tweeted something like, Welcome
1557700	1558700	Player 2.
1558700	1561320	And I'm like, I bet Hitbox is out there going, ouch.
1561320	1562320	Yeah.
1562320	1565780	And actually, Tigerclaws corrected me in chat saying, Hitbox actually has an app.
1565780	1569440	And I'm not trying to like throw the shade and hate on Hitbox.
1569440	1570440	That's not what I'm doing.
1570440	1574720	Like, you know, props to them for trying, but I feel like their foot is not wedged in
1574720	1577320	the door the way that YouTube is.
1577320	1581920	You know, we know as well that YouTube tried to buy Twitch at one point and that didn't
1581920	1582920	work out.
1582920	1583920	Amazon got them.
1583920	1587760	So it's almost like this was always in Google's cards that they were going to have something
1587760	1588760	like this.
1588760	1589760	So here we go.
1589760	1594480	And, you know, you even go to things like PAX and I'm sure at E3 even, there's a Twitch
1594480	1596180	booth and a YouTube booth now.
1596180	1598560	You didn't see that three, four years ago.
1598560	1602640	You know, these guys regularly show up to these gaming conferences now, and now we're
1602640	1604160	going to have ourselves a little battle.
1604160	1606320	So this'll be, this'll be interesting.
1606320	1608720	Very interesting.
1608720	1613620	Another big announcement that came out this week was the fact that the Mega Man Legacy
1613620	1615880	Collection is going to be happening.
1615880	1620920	The Mega Man Legacy Collection was announced for the Nintendo 3DS, the PlayStation 4, the
1620920	1626520	PC and the Xbox One, but not the Wii U, which is interesting.
1626520	1627880	We'll put Miibos on there.
1627880	1628880	You got a Miibos.
1628880	1630500	But yet it's on the 3DS.
1630500	1632520	So I'm not, you can't say it's a technical thing.
