start	end	text
723400	730520	Sony's lion, or do you think Ubisoft is not testing correctly? What's your read on what's
730600	736600	going on here? I'm curious about you guys in chat too. I don't know what the issue is with it,
736600	740360	but they're not mainline Assassin's Creed games. They were the ones that were out like on the
740360	746280	PlayStation Store or the Xbox original, not original, Xbox Live Arcade stuff.
746280	752280	Those are basically the games that they had. I don't know. I don't really play Assassin's Creed.
752280	758120	I don't think it's a big deal either way. They're minor games. Maybe they're going to release a
758120	763160	different version for them. Maybe they're just working on backwards compatibility and it's not
763160	767720	going to be backwards compatible at launch or something, and maybe they're not willing to say,
767720	774040	oh, it's not going to work at all, maybe just wanting to give a certain date for it. I don't
774040	779480	know. It doesn't really matter. I don't think it's a big deal, but they could be a little bit
779480	786520	more clear about it because I know when we're talking about the other console, it is more clear
786520	791640	on what games that supports and which ones it doesn't. Going to our chat over at twitch.tv
791640	797880	vog network, Fifth Dream says, if your entire reason for being is playing old games or old
797880	802840	Assassin's Creed on a new console, just leave your PlayStation 4 plugged in. You're a small
802840	810200	percentage of zero percentage. Respectfully, I could not disagree more. Go ahead, Loki,
810200	814600	I'll get my content. I get that, but it's a value proposition because basically, say for example,
814600	818280	not everybody's like loaded with money to buy these new consoles. They're expensive.
818280	823160	And maybe the plan was I'm going to trade my old console in, get some money for it or sell it off
823160	827880	and then buy it because I heard that these games are backwards compatible on that console. So I'm
827880	833160	not really losing my library they've purchased online and I can use these console, this new
833160	837800	console to play those games. And maybe you're counting on that because you have some money
837800	842200	invested with this old console. So you can't really afford to keep both of them. Or maybe
842200	846600	you just don't want to have both of them hooked up. It's like, I know, you know, the PlayStation
846600	850280	3 games aren't really supported too well on that console and I don't want to have to hook my
850280	855720	PlayStation 3 back up or PlayStation 2 or whatever the case may be. I only have finite amount of
855720	863080	space around my TV. So I don't know. I get it. I get the argument that, yeah, maybe you could just
863080	869080	keep both plugged in, but it's not the most ideal situation. Right. And here's why I said what I
869080	874120	said about, you know, I really disagree with the comment. I'm sorry. And you're not alone in your
874120	878200	thinking. I've had to kind of respond to this a lot with my take on it. But I think especially
878200	883560	with this generation of games, we have new consoles that are really starting to feel like,
883560	891560	you know, PC or computer type of upgrades where, you know, a lot of the argument is really being
891560	897800	made on this, especially with a lack of launch titles on both sides. I mean, really, I mean,
897800	902040	sure. Okay. You have Miles Morales, which is also on PS4. You have the Demon's Souls remake. And
902040	906920	then on the Xbox side, you have like one or two things, but like, you know, Halo got bumped back.
906920	912600	So, I mean, on both consoles, I'm sorry, you have a relatively lackluster launch. So they're really
912600	920040	trying to make the argument on this is going to make your old games even better. And Sony's been
920040	925080	making that argument from the beginning. Think back to that early reveal when it was first
925080	929880	revealed in that, I think it was a Wired article about the PlayStation 5 and some of the technical
929880	935240	aspects of it. What game were they using to show off the PlayStation 5? They weren't using Demon's
935240	941080	Souls. They were using Spider-Man from the PlayStation 4 and showing how the solid state
941080	947560	drive could improve the loading times and improve the experience of the PlayStation 4. So my point
947560	954600	is, yes, people want to play the old games on the new console because both Sony and Microsoft have
954680	960120	been making the argument the old games will be better in this new experience. And that is what
960120	966920	has sold me on an Xbox Series X for launch day is because, again, I've talked about this on the show
966920	974280	before, I opted into Xbox Series X because my Xbox One is older and I never got into the One X, you
974280	978920	know, the incremental upgrade there. So I really feel like there are going to be a lot of old games
978920	984280	that are going to play a lot better on Series X. I am very much looking forward to revisiting
984280	989880	something like Forza Horizon 4, which is a beautiful racing game. I can't wait to try it
989880	996520	in 4K, 60 frames a second. That's going to be awesome. So that's, you know, to me, when they're
996520	1001880	kind of like making the old generation a part of this new generation, that's why it's like really
1001880	1008680	dicey. I think that, yikes, suddenly these games may not work after all, but you've been saying
1008680	1012920	it's going to be better on PlayStation 5. I don't know if that argument makes sense. So,
1014600	1020040	DarkSakura, what's your take on backwards compatibility? I know, if I'm not mistaking,
1020040	1026920	you and Dan and your household is not opting into the new generation yet, right? No PS5 or Xbox
1026920	1035480	X for you guys, right? Yet? No, we're really not thinking about doing that anytime soon,
1035480	1040600	just because we got shit we don't play already. And you know what? That's totally fair. There's
1040600	1044600	going to be a lot of people that don't upgrade right away, and it doesn't make you guys any less
1044600	1051640	gamers. It's fine. Hell, the way the world is right now, the money thing alone is a barrier
1051640	1057960	for many people, and we all get that. But anyway, let me ask you a hypothetical. If you were going
1057960	1062680	to be looking into PlayStation 5 and that whole thing, how much does the backwards compatibility
1062680	1066440	factor, especially since, you know, DarkSakura, you're kind of the queen of the classic and the
1066440	1071400	retro here on this show, how much does the backwards compatibility stuff weigh in for you?
1075480	1082280	Not really at all, because I mean, I have the systems. I mean, that's the thing. I have the
1082280	1091800	systems. I don't need backwards compatibility. However, thinking in terms of the, I hate to say
1091800	1100600	the average gamer, you know, they may not have that, those older systems, they may not have been
1100600	1107080	a collector or have the capability to keep field systems, maybe traded it in to get the new thing,
1107080	1114040	and they have all this library of old games. So it would make sense that they would want
1115320	1121400	to maximize that for their user base, all of these companies, and of course, Sony themselves,
1121960	1127880	but that's logic. And they think with the bottom line, you know, if they can get people to rebuy
1127880	1135720	things, then that's all better for them. I don't know. I mean, I'm also coming from, I guess,
1135720	1143000	a little bit of an old school thought with that, you know, that if, you know, when we got our
1144120	1150760	Super Nintendos, we didn't expect them to play NES games, did we? When we got our N64,
1150760	1155240	we didn't expect it to play our SNES games. When I got my Dreamcast, I didn't expect it to play
1155240	1161160	Saturn games. So backwards compatibility is a little, it's a lot more of a new concept,
1161160	1169560	I would say, in terms of gaming, that it's a bonus that isn't required to be there.
1169560	1174680	Now the people have come to expect it. Yeah. I mean, I agree with that to an extent,
1174680	1178120	because we did have, even though Nintendo, you're right, Nintendo did set that standard with the
1178520	1183800	TV consoles, they had the opposite standard when it came to the handhelds. Game Boy Advance did
1183800	1188600	play Game Boy games, Game Boy, or excuse me, DS played Advance games, et cetera, et cetera. So,
1188600	1194440	I mean, I get it. It's sometimes there, sometimes not. So it's not totally fair to expect it as a
1194440	1199800	reality, but maybe it's also a sign of, and I don't know, maybe it's a sign of how much PC
1199800	1205240	gaming has started to come in a little bit. And I include Mac, all computers, and phones really
1205240	1211240	with that too, where the backwards compatibility thing isn't even a question because you increment
1211240	1215080	little pieces or you go to a new operating system or whatever, and the old stuff kind of works.
1215080	1217720	So I think it's interesting. Not always.
1217720	1223720	Okay. Yeah. Okay. With some exception. And for example, when they did several rereleases,
1223720	1229800	and I'm not talking about the Windows 3.1 days, I'm talking about just Windows 95 even,
1230760	1234040	you know, going me edition, you know, whatever was past that.
1234680	1237560	No, you're... Sorry. Go ahead.
1238520	1243400	But, you know, more I'd say in like the modern era of say Windows gaming, there are still
1243400	1248200	ones for pre-Windows 7 that will not run without emulation.
1249880	1254520	Fair. Because you're right. There is that whole, it's the 32-bit, 64-bit thing. And that came into
1254520	1259400	play on iOS and I think Android as well. For example, Flappy Bird doesn't play on
1259400	1264760	the newest iPhones because Flappy Bird, you know, the guy stopped making it and he pulled it and
1264760	1271000	it is not 64-bit or whatever it is. So it doesn't work. And that happened with Windows stuff too,
1271000	1275800	is that, you know, the newest Windows will not necessarily play all the old stuff stable.
1275800	1281560	So, okay, fair. You got me there. Although it is interesting where a lot of times the
1282280	1286600	hacking, cracking archivist community, I shouldn't lump all those things in together, but
1287240	1293000	the community that really works to preserve archivism, we'll say, finds these workarounds,
1293000	1298200	right? You can play classic DOS games on archive.org and so forth because people figure
1298200	1304760	out a way to get around it, right? So there is that. Exactly. Let's see. sj100matt says,
1304760	1310840	folks hiked PS1 through 4 backwards compatibility on 5 even though Sony never really said that they
1310840	1318600	were guilty. But I guess maybe after seeing Sony sell PlayStation 1 and 2 games on PlayStation 4
1318600	1324200	and so you knew it worked, you kind of hoped it would be there, but all right, fine. Anyway,
1324200	1327160	let's see. Some other comments on backwards compatibility. It's a nice thing, you know.
1327880	1334760	I'd say it's not entirely a major requirement, you know? But it's nice. I think it's something
1334840	1338680	that they do to keep their user base loyal. That's my thought.
1339480	1343560	no1special77 in chat says, even if you have the older systems, there are folks that want
1343560	1347320	backwards compatibility because they'd rather have one machine that plays both
1347320	1352200	newer and older stuff rather than multiple systems hooked up, which can lead to a cluster fuck of
1352200	1357320	wires. That is me. I would love nothing more. Actually, you know what I think one of the
1357320	1361400	coolest systems ever was? And Dark Soccer did a spotlight on it years ago when there was the
1361400	1367800	classic system of the month, but it was that Panasonic cube that did GameCube and DVDs.
1368360	1373320	So you could, or was it DVDs or something? But so you could have it all in one. So I would love
1373320	1380680	nothing more than like a Play Xbox Switch that does everything. I would love that. I know it's
1380680	1387880	not going to happen, but. Or what was, we have the, oh God, what is it? That player that also
1387960	1395720	plays Sega Genesis games. You know, I still have my tech and BLEAM. Actually,
1395720	1400920	I got all the BLEAM casts. I wonder if like I could get a dollar for it.
1402600	1407960	I don't even know if he could get that. Let's see. Bobby says I have a BLEAM t-shirt still.
1407960	1412360	I have a sticker. Wow. Let's see. Quest Buster says I managed to get a splitter that allowed
1412360	1417000	my Nintendo and Sega consoles to share an RF adapter. It was great, but the back of the TV
1417000	1425720	was like elder God tentacles. And Brakeman says I dream of a future with no cables. It's coming.
1425720	1432440	It's coming because now a lot of the Bluetooth can send a lot of that stuff. Because Alan will
1433000	1439560	watch Twitch on his phone and he beams it to the TV. There's no native Twitch app on the TV. So he
1439560	1444280	watches Twitch from his phone on the TV and he does that through like Bluetooth. So, I mean,
1444280	1450040	I don't know if the... That being said, the item to which you're streaming must also be
1450040	1454760	capable of the same quality of the device you're streaming from. Sure. Oh, yeah, of course. Of
1454760	1461240	course. And I don't know if like lag and everything is like it's one thing for movies and TV. It's
1461240	1465400	another when you're actually playing a game, especially like a music based game or something.
1465400	1471800	Lag. Let's invent a concept like reverse latency and, you know, or inverse latency as Google put
1471800	1478280	out. Okay. So the lag may not allow for it yet, but I would say that technology is absolutely in
1478280	1483880	our lifetimes that we're going to have a game console top of the, excuse me, top of the line
1483880	1488360	that doesn't have wires. Well, it's going to have to plug in. So, well, maybe, no, maybe not. It
1488360	1493880	would just sit on a wireless charging thing or so. Maybe not. I would say within our lifetime.
1493880	1499560	TVs that actually are powered wirelessly. It's very similar to those wireless chargers, but
1499560	1507080	for a longer distance. So it is possible. It's just not entirely feasible yet. That's the only
1507080	1512040	way I charge my phone anymore is wirelessly because I got a dock for my car. My sister gave
1512040	1516600	me a thing she bought and she couldn't use and it was actually perfect for my car. So, and it uses
1516600	1520360	the wireless. You just pop it into the thing and you don't have to plug anything in or whatever.
1520360	1525400	It uses the wireless charging technology. So that way it's very easy to get in and out of there. And
1525400	1529880	then even when I'm charging at home, I just right by the bed, I have a little wireless pad, plop my
1529880	1535480	phone on there and it charges overnight. Perfect. So, I mean, we're getting there. The brake man
1535480	1541800	says, I mean, no wires, not even power cables. It's a future I dream of. Well, maybe not in
1541800	1547160	five years, but I don't know. We'll see. We'll see. Anyway. All right. Any last thoughts on
1547160	1552760	the Ubisoft and the backwards compatibility issue? I hope it's what I theorized a moment
1552760	1557720	ago is that Ubisoft does not have the latest version of the emulator that Sony has. I'm going
1557720	1565080	to really hope it's that and that it's just a miscommunication, but we'll find out in like 10
1565080	1573000	days, right? We'll see. All right. Well, let's move on to a segment called How Was Your Gaming
1573000	1577880	Week? And we'll start off with Dark Sakura. First off, since we had technical difficulties at the
1577880	1581240	top of the show, I didn't really get to catch up with you Dark Sakura, but you mentioned that your
1581240	1587720	voice was kind of iffy. So you've been a little bit under the weather, right? Oh, remember that
1587720	1596760	massive headache I had last week? It was the start of pneumonia. By the way, I am getting a little
1596760	1603880	bit of lag on the line, but we've had some crap going on with our internet this week. So yeah,
1604680	1609480	I went in having that really nasty headache and it hasn't quite gone away. It's just hung out
1609480	1616280	sort of like pressure on the back of my neck and on my head. And I started developing a little bit
1616280	1624200	of a cough and it felt like my sinus infections normally do, and I have chronic sinusitis. So,
1624200	1629800	I mean, that's just saying something. And so I talked to my doctor and I gave her my symptoms
1629800	1635880	and she's one of the few that has accepted that my body temperature dropped after I lost all that
1635880	1645960	weight. My normal is in the 97.4 range. So when I said that I hit regular normal, she's like,
1645960	1654360	that's a fever for you. Okay. And so as it went, she had me have a COVID test, which I'd already
1654360	1658200	had one at work, but I didn't have the results. And I don't know about those mail-in ones,
1659720	1665640	but both of them came back negative. And the one at Kaiser, well, this is my medical provider,
1665960	1673400	they also included the influenza. So I don't have the flu. So yay. But, excuse me.
1674920	1680840	But my symptoms didn't get better. And actually starting yesterday, they got a good bit worse.
1681720	1689720	And I've had to use my asthma inhaler more than I like to. So I called the advice nurse
1690280	1696680	this morning. They booked me in with urgent care video, which is kind of cool that they're doing
1696680	1706280	that. And the lady's like, she was so funny, this doctor, when she looked at like my allergies and
1706280	1710440	the sicknesses that I'd had this year, she flat out said, Jesus Christ, girl.
1710440	1719240	So I was like, right. And, you know, I said, you know, I feel like I've got my cat sitting
1719240	1726920	on my chest except I am vertical. So she's like, oh, yeah. So she she's put me on some stuff,
1726920	1734200	which I'm on prednisone. I'm going to be a bitch this week. Just this week? Just teasing.
1734840	1740520	Just go to your house and cough on me. Well, at least I know it's not, you know,
1740520	1744840	your covid negative, which is weird because you're describing all of these symptoms that
1744840	1750840	really sound like covid. But it's you know, it's not. And she she does want me, however,
1750840	1758040	to stay indoors as much as possible to treat it like covid, because not necessarily that I'm
1758040	1763400	contagious because I am not contagious, but more that it puts me at a higher risk.
1764440	1770200	And I want to say anyway, if you have a cold, if your allergies are really nasty, and I am not
1770200	1775240	saying this, I'm not a doctor, don't don't take this as medical advice, but it has been advised
1775240	1780600	that you take extra precautions when being around other people and consider shelter in place.
1780600	1784360	Yeah. Even if your area doesn't require it. Well, and I remember that was a big thing. Remember
1784360	1788360	when swine flu hit us all at O.L.R.? I gave you swine flu.
1788360	1793000	Yeah. Loki, did you get it or did you somehow did you get swine flu and we all got it? No,
1793000	1794360	so somehow you didn't get it. No, I don't think I did.
1794360	1799000	So, OK, so I don't know if I actually gave you swine flu and if I did, I'm sorry, but it's still
1799000	1805640	funny. It's whatever at this point, you know, I'm I'm still here to tell the tale. So it's one of
1805640	1809560	those things where and the reason why I bring it up is I remember a big thing with that is
1809560	1813880	you really had to protect yourself. And I remember when they pulled me out of work for a week,
1813960	1817480	even though I was feeling fine at that point, like the symptoms were long gone.
1817480	1821480	But it was all about it wasn't about me giving it to other people. It was about secondary
1821480	1826280	complications coming into me because, you know, I was I was teaching classes of 30 adults at the
1826280	1830680	time and you could easily catch something that could have made it a lot worse. So,
1830680	1834600	well, and, you know, I didn't even have any idea that I had it until you got it
1834600	1837720	because you were pretty much the only other person that I had hung around.
1837720	1842120	Yeah. And I don't know where I got it from. I mean, I went to back when they were still open.
1842120	1847480	I went to Sam's, the kosher deli. Yeah, it was years and years ago. So who knows?
1848360	1853240	It was it was just one of those things. And now it's like, because it can stay airborne for so
1853240	1858280	long and they're learning so much more about it. And I say that they should have been paying
1858280	1863880	attention to the mass culture in Japan and other Asian countries because they had the right idea
1863880	1870120	when you're sick, you wear the mask because you don't want to share it. And hey, people at work
1870120	1875240	usually give me weird looks that if I had a cough, I was always wearing a mask, but no one
1875240	1879080	around me would get sick. I thought that would be one of those things like when they talk about the
1879080	1884600	new normal, what it looks like after COVID is over. I thought our culture would kind of adopt
1884600	1888840	that take where like, yes, you wear a mask if you're sick. But now we have this whole problem.
1888840	1893400	And I don't want to go down this path here tonight. But you all know there's the anti-mask
1893400	1897880	movement and that whole thing. Right. So I don't know if that's really going to be there or not,
1897880	1902680	but I don't know. It's going to be interesting. Speaking of COVID though, I will say real fast
1902680	1907320	and I will thank again, you guys know I'm on the last episode of OLR, Shane was here. So I'm sure
1907320	1912200	some of y'all are curious how he is doing. And if he's in chat, please speak up and speak for
1912200	1917160	yourself, sir. But last I talked to him, he's doing a lot better. So that's yay, good news.
1917720	1922040	But he does say some symptoms are still lingering. I think he said it was like, I'm at 85%
1922840	1929480	and the doctor says that some of these symptoms can go on for a long time. Like he might be short
1929480	1937720	that 15% for months, which is really unfortunate. But I believe he has said to me something along
1937720	1942840	the lines of he'd rather have that than a hospital visit. So and I imagine if I had
1942840	1948760	COVID that my take on that would be very, very similar. So interesting take on the mask thing
1948760	1954280	in chat over twitch.tv slash vog network, as Joe and under Matt says, I for sure want to wear a
1954280	1960120	mask at conventions. Act Def says yeah, with the swine flu, it was more about getting worse by
1960120	1965800	catching something else. And I think I've talked about this several years ago. But I actually lost
1965800	1972200	a friend and she was only 24. And I did lose her to swine flu. It was a very different situation
1972200	1978280	from what we're dealing with now with COVID. But she caught it very early. She was in with
1978280	1984200	the whole thing. She was in Vegas for a mutual friend's 21st birthday. And look,
1984200	1988520	y'all know what happens in Vegas on people's 21st birthdays. I don't got to get into detail,
1988520	1993000	but it would be very easy to probably catch something. But what happened to her is that,
1993000	1997560	you know, she had swine flu, she was the first person in the entire county where we live to have
1997560	2002360	it. And then she caught something secondary. And that's what and it was so early on that they
2002360	2005880	didn't really I don't think they knew that that's what was happening. And that's why people were
2005880	2011720	passing. And then by the time she actually passed on the anniversary of this show, June 23rd.
2012840	2017000	So not to be a downer, but it's the reality of the situation. But by the time-
2017000	2018680	I lost friends with COVID.
2018680	2023640	Yeah, yeah. By the time October came around, which I think was the timeframe you and I got it,
2023640	2029800	maybe it was November, October, November, it was like doctors knew what to do. They knew to give
2029800	2033400	out the Tamiflu to prevent a secondary infection. They knew what to do better. And that's what's
2033480	2039720	made this whole COVID thing a little bit scary is that they really still aren't sure how to treat it.
2039720	2045640	And I think some people had a lot of hope when you know who the big one got, you know,
2045640	2050280	COVID and had that whole Regeneron thing. But now they're even saying it just came out this week.
2050280	2055160	Regeneron is probably not like they canceled the trial of that or put it on hold or something.
2055160	2058680	It's probably not what they thought it was. So that's what made that they still don't
2058680	2060760	really know how to treat it. And that's an issue.
2061720	2066200	The thing that people like my mother don't seem to understand is that like,
2066200	2069720	oh, they keep putting out something new every day. Well, that's fucking science.
2069720	2070520	Yeah, that's science.
