start	end	text
770071	773714	Delete, view, at last, a decent one store here.
774434	781200	Now that sort of sounds like they're viewing digital photos, so kind of pointing towards maybe that the camera is coming out.
781820	783782	Should be interesting, good addition to the PSP.
785234	786617	X-Box Live Camera and Microphone
795826	803811	The camera is going to be able to shoot 640x480 video at 30 frames per second and take 1.3 megapixel still photos.
804211	815218	The camera will support built-in video chat and video messaging on Xbox Live, plus being able to use it as sort of an iToy type of peripheral, being able to put yourself in the games and that type of thing.
815838	818620	Still got one more peripheral for the Xbox 360 owners.
820273	824477	This one's going to be an Xbox 360 transfer kit from Daytail.
825558	835807	The transfer kit's basically going to be just like the Exchange 360 site, where you can transfer your game saves from your Xbox 360 to your PSP.
836548	839750	It's pretty interesting that they're going to come out with something like this.
839870	844074	The only problem, though, is you can only dump the whole card at one time.
844655	846116	It's expected to retail about $14.99.
848121	849442	On to a completely different topic.
849542	852884	Phoenix Wright, Ace Attorney, is coming to American cell phones.
852904	863872	That's right, the popular DS title, which was a remake of the Japanese Game Boy Advance title, Gaikuten Saiben, and the only one of the three-part series to get the official U.S.
864092	865913	English translation.
865993	869996	Gaikuten Saiben 2 and 3 are now being localized for the U.S.
870076	871497	as downloadable content.
872798	877781	In other news, some of your favorite old-time games from Sierra are coming back.
878220	884363	That's right, Sierra's classic adventure games are being re-released to run on the Windows XP.
884403	889866	Everything from Space Quest to Police Quest to, of course, Leisure Suit Larry.
890746	892667	Should be very interesting to see those come out.
893027	897910	They're going to be retailing at about $20 each, so look for those coming soon.
898730	900631	Speaking of titles being re-released,
901209	908474	The Sonic 360 director has been hinting that Dreamcast titles could possibly make their way onto Xbox Live's arcade.
910255	917259	Masato Nakamura was asked if Sega had any plans to release Sonic on the Xbox Live Arcade.
917319	920821	He did reply, Yes, we hope we can do something like it.
921342	925504	Was this a hint towards Dreamcast games being released on Xbox Live Arcade?
925785	929627	Or possibly some re-release of an old Sonic the Hedgehog game?
930180	932361	on the 15th anniversary of the series.
933202	933782	We'll have to see.
934763	943288	Alright, for all you folks who are fans of the show, you'll know that my favorite topic of discussion is the PSP homebrew scene, and we've got some good stories for you this week.
943688	946870	The first is going to be the brand new Super Nintendo emulator.
947330	955875	SNES 9 version 0.4 has been updated, and this time the brand new feature is going to be wireless gameplay.
955895	959357	That's right, you can do multiplayer via Wi-Fi ad hoc.
960314	961455	So it should be pretty cool.
961635	965377	One of the games that they've been able to run so far on it has been Street Fighter 2.
966338	970760	And it's been able to run at 60 frames per second while playing versus over Wi-Fi.
970880	972241	So that's amazing.
972922	974603	Can't wait to try that one out, actually.
974623	978825	Another homebrew game that we've got coming out here is going to be Commander Keen.
978845	981267	That's right, everyone's favorite shareware game is back.
982107	985329	They've actually added emulation for all games.
985748	986449	DarkSakura.com
1015895	1017716	The emulator for your PSP.
1017816	1023700	You can actually run some of the Zork games, including Zork 1, 2, and 3.
1024561	1029704	You can find out more information on that on PSP Updates, of course, and check it out.
1029724	1038790	I believe you need Zork 1 for DOS, and then they basically walk you through on how to be able to run that as a Game Boy ROM, so check it out.
1039050	1042172	Alright, let's switch focus here and talk about...
1043084	1044305	Game System, Infinium Labs, Phantom
1072878	1073418	DarkSakura, DarkSakura.com
1095839	1101284	News station WGN has apparently stumbled onto video game addiction.
1101564	1118938	They've actually run a piece, Philadelphia's Channel 6, showing how video games could be like the next version of crack, the way they basically have portrayed video games, showing how kids ignore their families and ignore their dog.
1119399	1120199	You know, who cares?
1120299	1123182	Dogs don't need attention anyways, especially when it comes down to video games.
1123769	1129390	But the whole story is just a blatant ratings ploy, basically.
1130291	1132531	And huge backlash over that.
1132831	1138912	Alright, so you've spent a lot of money, you've got your brand new TV to go with that new snazzy next-gen system.
1139533	1147334	Well, if you're thinking about buying a Blu-ray or HD DVD video player, think again.
1149095	1149715	Basically...
1150596	1154178	3 million HDTV owners out there are going to be screwed.
1154258	1155479	Why are you guys going to be screwed?
1155499	1165384	Well, that's because the brand new next-gen systems, or at least the video systems, are only going to have HDMI or DVI connections.
1166065	1170087	So your standard HDTV is not going to have that.
1170547	1174169	Sorry, guess you should have bought a more expensive TV.
1175010	1179192	So screw you, Sony, and screw you, Toshiba.
1179704	1185269	And since we're on the topic of screwing people, let's talk about screwing Electronic Arts.
1185709	1195217	That's right, if you haven't pre-ordered Black, then you probably didn't know that there was actually a hidden code to get a brand new gun in the game.
1195357	1197659	The big fucking gun, as you would put it.
1198584	1199064	5SQQ-STHA-ZFFV-7XEV
1220765	1223889	Have fun, enjoy the big fucking gun, and blow up a lot of people.
1224450	1225812	Alright, well that about does it.
1226332	1228375	So I will see you guys later.
1228796	1232941	Enjoy this podcast, and we'll be back live again on March 5th.
1233342	1233983	Talk to you later.
1236446	1238529	You've been listening to Orange Lounge Radio.
1239193	1251898	Orange Lounge Radio is an Orange Lounge production For more information on our live and podcast programs visit our website at www.orangeloungeradio.com See you next week!
1257782	1259243	Thanks for listening to Orange Lounge Radio.
1259263	1259703	See you soon!
